facility_id,evuc_identifier,specialization_id,specialization_slug,specialization_name,is_primary
18acebd1-961f-599e-b294-54a8f30237aa,66-51744422-A0011,578c525f-8f9f-50a3-8e7d-25d6b7863237,mudr-martina-vaganova-lekar,MUDr. Martina Vagáňová (lekár),false
f9aafde6-f1eb-5e40-9f9d-b0246f494faf,66-51744422-A0012,ce28810c-d195-5bc0-ae2a-3c41906a045e,endokrinologia,endokrinológia,true
f9aafde6-f1eb-5e40-9f9d-b0246f494faf,66-51744422-A0012,bdb71984-dd2c-595f-a7b1-4b7db9c6cb9d,lekari-sestry,"Lekári, sestry:",false
f9aafde6-f1eb-5e40-9f9d-b0246f494faf,66-51744422-A0012,bd575657-2199-55a3-9e80-53e6509f08f4,mudr-martina-vaganova,MUDr. Martina Vagáňová,false
b8b6b262-2c21-5d7f-9395-0b65b3fbc4f0,66-56514328-A0001,18399a21-359c-51f7-b91b-3e4b89109c37,vseobecne-lekarstvo,všeobecné lekárstvo,true
5134f057-adc9-5c2d-a7dd-c529b350ac69,66-32027222-A0002,bb20f6c3-405e-5653-b6d2-18d16713b4d6,pracovna-a-organizacna-psychologia,pracovná a organizačná psychológia,true
8c1b4a00-a9dd-5035-b3f5-c6e3171bc3ba,66-56058632-A0001,18399a21-359c-51f7-b91b-3e4b89109c37,vseobecne-lekarstvo,všeobecné lekárstvo,true
71869de7-efca-55eb-940a-c2252baa6c55,51-00151866-A0060,469fcf66-42a6-5bb5-9867-ac24e4255ca2,poradenska-psychologia,poradenská psychológia,true
3ec7a748-9eb6-5c75-9127-1ee74075fc3d,51-00151866-A0059,bb20f6c3-405e-5653-b6d2-18d16713b4d6,pracovna-a-organizacna-psychologia,pracovná a organizačná psychológia,true
3ec7a748-9eb6-5c75-9127-1ee74075fc3d,51-00151866-A0059,127c9296-d949-57fd-aa7c-febc99de0b52,dopravna-psychologia,dopravná psychológia,false
4d301be2-7aaf-5506-9b11-8df8476cbc77,66-54623791-A0002,48b42f7a-c1cd-59c4-a38d-7f40fa343938,zubne-lekarstvo,zubné lekárstvo,true
