id,name,id_facility_type,description,website_url,deleted_at
b06d79b7-0bde-5250-b7b9-678531cea556,"Ambulancia pediatrickej neurológie 2, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",95de014b-6bbe-5d22-befa-877c21082bec,Import e-VÚC | Identifikátor: 51-37957937-A0053 | Poskytovateľ: Detská fakultná nemocnica s poliklinikou Banská Bystrica | IČO: 37957937 | Odbornosť: pediatrická neurológia,,
c5a0b7ba-8654-538c-9aba-95c6bcf0930c,"Ambulancia lekárskej genetiky, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",376c573e-9e56-5a4c-82e5-4261eafec340,Import e-VÚC | Identifikátor: 51-37957937-A0054 | Poskytovateľ: Detská fakultná nemocnica s poliklinikou Banská Bystrica | IČO: 37957937 | Odbornosť: lekárska genetika,,
60fd3635-002a-5467-bcb1-123b7c307ac7,"Ambulancia všeobecného lekára pre dospelých MUDr. Nikola Brodianska, Banská Bystrica, (ROZVOJOVÁ AGENTÚRA Banskobystrického samosprávneho kraja, n.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,"Import e-VÚC | Identifikátor: 66-51744422-A0007 | Poskytovateľ: ROZVOJOVÁ AGENTÚRA Banskobystrického samosprávneho kraja, n.o. | IČO: 51744422 | Odbornosť: všeobecné lekárstvo",,
e93de9fa-b746-5e2b-b19c-de519058cc67,"Oftalmologická ambulancia, MUDr. Jana Fabková, MPH., Banská Bystrica, (OCUVIA s.r.o.)",66be0aa3-4451-5e90-95af-807dfaf583f7,Import e-VÚC | Identifikátor: 66-55342809-A0001 | Poskytovateľ: OCUVIA s.r.o. | IČO: 55342809 | Odbornosť: oftalmológia,,
b895c1bc-82cf-5ac4-b0f7-7760172fa164,"Ortopedická ambulancia, Banská Bystrica, (I. H o r t e n o v a, s.r.o.)",41fbebd7-5910-503d-a816-bd197ff61473,"Import e-VÚC | Identifikátor: 66-36046582-A0009 | Poskytovateľ: I. H o r t e n o v a, s.r.o. | IČO: 36046582 | Odbornosť: ortopédia",,
74353848-5abf-5526-b6b4-e711336b0525,"Oftalmologická ambulancia, Banská Bystrica, (Oftacare s.r.o.)",66be0aa3-4451-5e90-95af-807dfaf583f7,Import e-VÚC | Identifikátor: 66-55382649-A0001 | Poskytovateľ: Oftacare s.r.o. | IČO: 55382649 | Odbornosť: oftalmológia,,
c110cb37-63a4-55d4-8a27-5120501907f6,"Všeobecná ambulancia pre dospelých, Banská Bystrica, (MUDr. Miroslav Krajčí, s.r.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,"Import e-VÚC | Identifikátor: 66-36866105-A0002 | Poskytovateľ: MUDr. Miroslav Krajčí, s.r.o. | IČO: 36866105 | Odbornosť: všeobecné lekárstvo",,
37002d9d-bae1-5e2b-8685-37bb1704f7d7,"Oftalmologická ambulancia, Banská Bystrica, (BBian s.r.o.)",66be0aa3-4451-5e90-95af-807dfaf583f7,Import e-VÚC | Identifikátor: 66-55186114-A0001 | Poskytovateľ: BBian s.r.o. | IČO: 55186114 | Odbornosť: oftalmológia,,
6ce16654-6d36-5f8f-9fcc-ae5afa5116cf,"Jednodňová zdravotná starostlivosť, oftalmológia, Banská Bystrica, (BBian s.r.o.)",59ecdc54-fe75-52af-8703-3ee09a448675,Import e-VÚC | Identifikátor: 66-55186114-A0002 | Poskytovateľ: BBian s.r.o. | IČO: 55186114 | Odbornosť: oftalmológia,,
72af7e08-c186-5a8d-8940-56242d9f7c0b,"Oftalmologická glaukómová a neurooftalmologická ambulancia, Banská Bystrica, (Viziocum, s. r. o.)",66be0aa3-4451-5e90-95af-807dfaf583f7,"Import e-VÚC | Identifikátor: 66-55206832-A0001 | Poskytovateľ: Viziocum, s. r. o. | IČO: 55206832 | Odbornosť: oftalmológia",,
f90e8eac-2bc4-51a1-83e1-f75a0d1bce4f,"Všeobecná ambulancia pre dospelých, MUDr. Viera Dekrétová, Banská Bystrica, (Rhema s.r.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,Import e-VÚC | Identifikátor: 66-53639880-A0001 | Poskytovateľ: Rhema s.r.o. | IČO: 53639880 | Odbornosť: všeobecné lekárstvo,,
7b585973-b338-5a16-9a8d-f05f27552a2b,"Všeobecná ambulancia pre dospelých, Banská Bystrica, (MUDr. Renáta Kovářová, s.r.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,"Import e-VÚC | Identifikátor: 66-55221823-A0001 | Poskytovateľ: MUDr. Renáta Kovářová, s.r.o. | IČO: 55221823 | Odbornosť: všeobecné lekárstvo",,
f98a9ed3-5003-550f-a4ea-21b10e6beb6e,"Všeobecná ambulancia pre dospelých, MUDr. Mária Knapová, Banská Bystrica, (MEDIANNA s.r.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,Import e-VÚC | Identifikátor: 66-36649601-A0002 | Poskytovateľ: MEDIANNA s.r.o. | IČO: 36649601 | Odbornosť: všeobecné lekárstvo,,
9a80585c-9c61-5020-8c4e-526cde920007,"Ambulancia zubného lekárstva, Banská Bystrica, (KAIROS DENTAL s.r.o.)",bd60949d-dfc4-516d-91db-bae6ef4e5a49,Import e-VÚC | Identifikátor: 66-46889027-A0002 | Poskytovateľ: KAIROS DENTAL s.r.o. | IČO: 46889027 | Odbornosť: zubné lekárstvo,,
7415acad-8c10-55b5-857b-bac1c4526748,"Oftalmologická ambulancia, Banská Bystrica, (VisMed s. r. o.)",66be0aa3-4451-5e90-95af-807dfaf583f7,Import e-VÚC | Identifikátor: 66-54895120-A0001 | Poskytovateľ: VisMed s. r. o. | IČO: 54895120 | Odbornosť: oftalmológia,,
7f978eb1-c288-5fae-905e-39681a6d76a7,"Ambulancia pediatrickej endokrinológie a diabetológie, porúch látkovej premeny a výživy 2, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",ef7ebcaa-b894-598d-9fb2-81e547472ecd,"Import e-VÚC | Identifikátor: 51-37957937-A0052 | Poskytovateľ: Detská fakultná nemocnica s poliklinikou Banská Bystrica | IČO: 37957937 | Odbornosť: pediatrická endokrinológia a diabetológia, poruchy látkovej premeny a výživy",,
bedd1b49-8578-5428-a3d7-ad0ee4ba7757,"Ambulancia klinickej imunológie a alergológie, MUDr. Kristína Horňák, Banská Bystrica, (Imunial s.r.o.)",95cb7138-e7c4-5e3e-b925-03201d3aa5cc,Import e-VÚC | Identifikátor: 66-54993032-A0001 | Poskytovateľ: Imunial s.r.o. | IČO: 54993032 | Odbornosť: klinická imunológia a alergológia,,
331c8995-21ba-5860-9081-6d6f563f639d,"Somfyzio s.r.o., Banská Bystrica, (Somfyzio s.r.o.)",833c026a-8cd4-523e-8c59-e112837fa142,Import e-VÚC | Identifikátor: 66-53922352-A0001 | Poskytovateľ: Somfyzio s.r.o. | IČO: 53922352 | Odbornosť: fyzioterapia vybraných ochorení pohybového systému,,
68d126a5-db4b-55eb-810c-2bd201e7f731,"Oftalmologická ambulancia, Banská Bystrica, (NIKEL očná klinika, s.r.o.)",66be0aa3-4451-5e90-95af-807dfaf583f7,"Import e-VÚC | Identifikátor: 51-36652725-A0001 | Poskytovateľ: NIKEL očná klinika, s.r.o. | IČO: 36652725 | Odbornosť: oftalmológia",,
7e5a29ca-aceb-5699-9163-a9fe2ce1977d,"Jednodňová zdravotná starostlivosť, oftalmológia, Jaroslav Nikel, Banská Bystrica, (NIKEL očná klinika, s.r.o.)",59ecdc54-fe75-52af-8703-3ee09a448675,"Import e-VÚC | Identifikátor: 51-36652725-A0003 | Poskytovateľ: NIKEL očná klinika, s.r.o. | IČO: 36652725 | Odbornosť: oftalmológia",,
c59e3757-73a5-58df-abe4-977cb36414e7,"Všeobecná ambulancia pre dospelých, MUDr. Zuzana Vitovská, Banská Bystrica, (MEDIČÍNA, s.r.o)",9595ec5e-5edf-59f4-af99-2d895c76145f,"Import e-VÚC | Identifikátor: 66-36862606-A0002 | Poskytovateľ: MEDIČÍNA, s.r.o | IČO: 36862606 | Odbornosť: všeobecné lekárstvo",,
a2e5109e-847d-5c9a-8a54-b143084f5042,"Ambulancia akupunktúry, MUDr. Ivana Šanderová, Banská Bystrica, (MEDIČÍNA, s.r.o)",759ae3ae-90cd-5e51-a3e6-5484bc1dbca6,"Import e-VÚC | Identifikátor: 66-36862606-A0003 | Poskytovateľ: MEDIČÍNA, s.r.o | IČO: 36862606 | Odbornosť: akupunktúra",,
c5de1df1-b88d-5ae3-b57b-d4741d1d9ad6,"Ambulancia radiačnej onkológie, MUDr.Peter Vaněk, Banská Bystrica, (OnkoRad s.r.o.)",4c4018a6-e9a8-5999-acec-ece9d947ba39,Import e-VÚC | Identifikátor: 66-54712343-A0001 | Poskytovateľ: OnkoRad s.r.o. | IČO: 54712343 | Odbornosť: radiačná onkológia,,
4f9078aa-5ef7-5801-8f65-7db2a22aacc6,"Ambulancia zubného lekárstva, Banská Bystrica, (DEMIDENT Banská Bystrica s.r.o.)",bd60949d-dfc4-516d-91db-bae6ef4e5a49,Import e-VÚC | Identifikátor: 51-36869139-A0001 | Poskytovateľ: DEMIDENT Banská Bystrica s.r.o. | IČO: 36869139 | Odbornosť: zubné lekárstvo,,
c513cea2-0503-510c-b238-838a4fb9f76e,"Ambulancia čeľustnej ortopédie, Banská Bystrica, (DEMIDENT Banská Bystrica s.r.o.)",d1eb287c-f85c-5489-8183-70e1ab3066f2,Import e-VÚC | Identifikátor: 51-36869139-A0002 | Poskytovateľ: DEMIDENT Banská Bystrica s.r.o. | IČO: 36869139 | Odbornosť: čeľustná ortopédia,,
1ff2cdd9-3409-553f-858f-beb21ef69da5,"Ambulancia zubného lekárstva, Banská Bystrica, (Smileverse s. r. o.)",bd60949d-dfc4-516d-91db-bae6ef4e5a49,Import e-VÚC | Identifikátor: 66-54623791-A0001 | Poskytovateľ: Smileverse s. r. o. | IČO: 54623791 | Odbornosť: zubné lekárstvo,,
83e34136-cea6-51cb-944d-6d624f70c743,"Ambulancia dentálnej hygieny, Banská Bystrica, (Dental M s. r. o.)",41b131d1-1b51-523b-ab03-4a7fd391f09e,Import e-VÚC | Identifikátor: 66-54436214-A0001 | Poskytovateľ: Dental M s. r. o. | IČO: 54436214 | Odbornosť: dentálna hygiena,,
d5cde3aa-3ba5-5021-a1c0-8fee52fe8ff4,"Neurologická ambulancia, MUDr. Badinská Necpálová Martina, Banská Bystrica, (Fakultná nemocnica s poliklinikou F. D. Roosevelta Banská Bystrica)",02b84cc6-0776-505a-9516-258c7b47fc25,Import e-VÚC | Identifikátor: 51-00165549-A0130 | Poskytovateľ: Fakultná nemocnica s poliklinikou F. D. Roosevelta Banská Bystrica | IČO: 00165549 | Odbornosť: neurológia,,
69aea62d-788e-55c1-a2c7-de23ad0fb7fa,"Physiotraining, Banská Bystrica, (Mgr. Jana Sýkorová)",833c026a-8cd4-523e-8c59-e112837fa142,Import e-VÚC | Identifikátor: 66-50882864-A0002 | Poskytovateľ: Mgr. Jana Sýkorová | IČO: 50882864 | Odbornosť: fyzioterapia,,
ea537f94-006f-5257-b2ef-e4a62e183f18,"Jednodňová zdravotná starostlivosť, chirurgia, Banská Bystrica, (Nemocnica AGEL Zvolen a.s.)",59ecdc54-fe75-52af-8703-3ee09a448675,Import e-VÚC | Identifikátor: 66-45594929-A0067 | Poskytovateľ: Nemocnica AGEL Zvolen a.s. | IČO: 45594929 | Odbornosť: chirurgia,,
d065a7c2-dfc6-5dde-b767-ddc337d243a4,"Jednodňová zdravotná starostlivosť, ortopédia, Banská Bystrica, (Nemocnica AGEL Zvolen a.s.)",59ecdc54-fe75-52af-8703-3ee09a448675,Import e-VÚC | Identifikátor: 66-45594929-A0065 | Poskytovateľ: Nemocnica AGEL Zvolen a.s. | IČO: 45594929 | Odbornosť: ortopédia,,
0e05ea4b-59d0-5245-ac21-3508186eb539,"Jednodňová zdravotná starostlivosť, plastická chirurgia, Banská Bystrica, (Nemocnica AGEL Zvolen a.s.)",59ecdc54-fe75-52af-8703-3ee09a448675,Import e-VÚC | Identifikátor: 66-45594929-A0066 | Poskytovateľ: Nemocnica AGEL Zvolen a.s. | IČO: 45594929 | Odbornosť: plastická chirurgia,,
bdd963d2-db57-5cf9-b1b2-3ecf3b2e1bb0,"Gynekologická ambulancia, Banská Bystrica, (Sono BB, s.r.o.)",c655b5c1-ba08-5ea6-85ba-b81bc9d4e5fd,"Import e-VÚC | Identifikátor: 66-54537100-A0001 | Poskytovateľ: Sono BB, s.r.o. | IČO: 54537100 | Odbornosť: gynekológia a pôrodníctvo",,
d55bb009-cbae-5f33-8077-97706b2c698b,"Ambulancia liečebnej pedagogiky, Banská Bystrica, (Zdravie duše s.r.o.)",aa96860d-5ffb-5ae0-97d2-3f4a1a784f62,Import e-VÚC | Identifikátor: 66-54224403-A0001 | Poskytovateľ: Zdravie duše s.r.o. | IČO: 54224403 | Odbornosť: liečebná pedagogika,,
893b1b45-08d3-57c1-8f68-f51d416867a7,"Ambulancia klinickej psychológie 2, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",8257b8bd-f37e-5ee4-a3c5-6d86537eac9e,Import e-VÚC | Identifikátor: 51-37957937-A0051 | Poskytovateľ: Detská fakultná nemocnica s poliklinikou Banská Bystrica | IČO: 37957937 | Odbornosť: klinická psychológia,,
ced76aae-85d2-5049-bccc-4a6bd9fcfd4e,"Všeobecná ambulancia pre dospelých, MUDr. Dušan Pallay, Slovenská Ľupča, (MUDr. Dušan Pallay, s.r.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,"Import e-VÚC | Identifikátor: 66-54037760-A0001 | Poskytovateľ: MUDr. Dušan Pallay, s.r.o. | IČO: 54037760 | Odbornosť: všeobecné lekárstvo",,
9d164962-24bd-5a5b-8f16-946377301745,"MUDr. Monika Chudíková, Banská Bystrica, (BeriMed s.r.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,Import e-VÚC | Identifikátor: 66-54252733-A0001 | Poskytovateľ: BeriMed s.r.o. | IČO: 54252733 | Odbornosť: všeobecné lekárstvo,,
d55e970d-fe17-5b00-81d6-9ff0337a362b,"Ambulancia zubného lekárstva, Banská Bystrica, (Dr. Hajnal s. r. o.)",bd60949d-dfc4-516d-91db-bae6ef4e5a49,Import e-VÚC | Identifikátor: 66-52384675-A0002 | Poskytovateľ: Dr. Hajnal s. r. o. | IČO: 52384675 | Odbornosť: zubné lekárstvo,,
f23cfa1b-f6c6-507f-8bc9-9a9750b01169,"Oftalmologická ambulancia, Banská Bystrica, (TAMIMED, s.r.o.)",66be0aa3-4451-5e90-95af-807dfaf583f7,"Import e-VÚC | Identifikátor: 66-53780825-A0001 | Poskytovateľ: TAMIMED, s.r.o. | IČO: 53780825 | Odbornosť: oftalmológia",,
0f4a8dd5-f5da-580c-9192-9704b4c4f2d2,"Všeobecná ambulancia pre dospelých, MUDr. Jana Kováčová, Banská Bystrica, (PreventCare s.r.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,Import e-VÚC | Identifikátor: 66-54100976-A0001 | Poskytovateľ: PreventCare s.r.o. | IČO: 54100976 | Odbornosť: všeobecné lekárstvo,,
81e3cd83-996e-5446-8440-bdd1f9140fb2,"SVaLZ, fyzioterapia, Banská Bystrica, (Mgr. Kamil Gregáň)",833c026a-8cd4-523e-8c59-e112837fa142,Import e-VÚC | Identifikátor: 66-47653671-A0001 | Poskytovateľ: Mgr. Kamil Gregáň | IČO: 47653671 | Odbornosť: fyzioterapia,,
60a7095c-177f-56cf-ae69-2ad831c64659,"SVaLZ, fyzioterapia, Banská Bystrica, (FyzioLen s.r.o.)",833c026a-8cd4-523e-8c59-e112837fa142,Import e-VÚC | Identifikátor: 66-50056701-A0002 | Poskytovateľ: FyzioLen s.r.o. | IČO: 50056701 | Odbornosť: fyzioterapia,,
d4114042-c2ab-51f1-bbb0-df3324799f20,"Ambulancia klinickej logopédie, Mgr Blanka Kolenová, Banská Bystrica, (Mgr. Blanka Kolenová)",85221dfc-2848-550d-b493-7d89b8903a30,Import e-VÚC | Identifikátor: 51-42012295-A0001 | Poskytovateľ: Mgr. Blanka Kolenová | IČO: 42012295 | Odbornosť: klinická logopédia,,
7bc60e13-eb26-52d5-8e30-253dacede66b,"Ambulancia zubného lekárstva, MDDr. Karina Jančeková, Banská Bystrica, (Dentaly s.r.o.)",bd60949d-dfc4-516d-91db-bae6ef4e5a49,Import e-VÚC | Identifikátor: 66-53931009-A0001 | Poskytovateľ: Dentaly s.r.o. | IČO: 53931009 | Odbornosť: zubné lekárstvo,,
a41ed53d-aa76-5af2-83af-b0ca66815c2b,"Všeobecná ambulancia pre dospelých, MUDr. Petra Kapuscinská, Banská Bystrica, (MerKaBa s. r. o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,Import e-VÚC | Identifikátor: 66-53981367-A0001 | Poskytovateľ: MerKaBa s. r. o. | IČO: 53981367 | Odbornosť: všeobecné lekárstvo,,
2bca19a7-3719-51f4-855d-abbb63ad75a7,"Ambulancia zubného lekárstva, Banská Bystrica, (EDEMED s.r.o.)",bd60949d-dfc4-516d-91db-bae6ef4e5a49,Import e-VÚC | Identifikátor: 66-46991492-A0002 | Poskytovateľ: EDEMED s.r.o. | IČO: 46991492 | Odbornosť: zubné lekárstvo,,
715c02a1-441a-510d-8587-bb74821349f0,"Ambulancia čeľustnej ortopédie, Banská Bystrica, (DEMIDENT Banská Bystrica s.r.o.)",d1eb287c-f85c-5489-8183-70e1ab3066f2,Import e-VÚC | Identifikátor: 66-36869139-A0003 | Poskytovateľ: DEMIDENT Banská Bystrica s.r.o. | IČO: 36869139 | Odbornosť: čeľustná ortopédia,,
9e33f7d1-6266-51bf-b87d-f4c045768a72,"Ambulancia rýchlej zdravotnej pomoci, Banská Štiavnica 2, (Záchranná zdravotná služba Bratislava)",4a07c96a-06fb-5920-9170-2aa180d4d40e,Import e-VÚC | Identifikátor: 51-17336210-A0078 | Poskytovateľ: Záchranná zdravotná služba Bratislava | IČO: 17336210 | Odbornosť: rýchla zdravotná pomoc,,
6dc3318e-bb99-509f-bce7-526a25f189db,"Urologická ambulancia, Banská Štiavnica, (MUDr. CVEJKUŠ - MUDr. CVEJKUŠOVÁ, s.r.o.)",4cdaeadb-1980-5810-be13-0a1f6588dbac,"Import e-VÚC | Identifikátor: 66-36637190-A0005 | Poskytovateľ: MUDr. CVEJKUŠ - MUDr. CVEJKUŠOVÁ, s.r.o. | IČO: 36637190 | Odbornosť: urológia",,
c0d294e3-9197-50a7-a6ee-f9a3e79305ef,"Ambulancia rýchlej lekárskej pomoci, Banská Štiavnica 1, (Záchranná zdravotná služba Bratislava)",0e5fe93b-bb2c-5a99-b453-daae366ea9e8,Import e-VÚC | Identifikátor: 51-17336210-A0077 | Poskytovateľ: Záchranná zdravotná služba Bratislava | IČO: 17336210 | Odbornosť: rýchla lekárska pomoc,,
34f0610c-baeb-5234-aea6-10380a6bed40,"Ambulancia pediatrickej nefrológie, Banská Štiavnica, (ROZVOJOVÁ AGENTÚRA Banskobystrického samosprávneho kraja, n.o.)",e59bb44f-7213-5696-87f0-8a3fa83d30d8,"Import e-VÚC | Identifikátor: 66-51744422-A0014 | Poskytovateľ: ROZVOJOVÁ AGENTÚRA Banskobystrického samosprávneho kraja, n.o. | IČO: 51744422 | Odbornosť: pediatrická nefrológia",,
d7cdc8c5-7d71-543e-aa17-c6e52668dc3f,"Ambulancia cievnej chirurgie, Banská Štiavnica, (ASCLEPIUS, s.r.o.)",4bf55d4b-16cb-5314-aa3b-5e490d9e5db2,"Import e-VÚC | Identifikátor: 51-50347225-A0001 | Poskytovateľ: ASCLEPIUS, s.r.o. | IČO: 50347225 | Odbornosť: cievna chirurgia",,
097c0249-87cc-5d15-83ca-542818e3e5a2,"Všeobecná ambulancia pre deti a dorast, MUDr. Alena Veselényiová, Banská Štiavnica, (ROZVOJOVÁ AGENTÚRA Banskobystrického samosprávneho kraja, n.o.)",488b9d67-2956-5de5-a17c-f3fc3cf32326,"Import e-VÚC | Identifikátor: 66-51744422-A0010 | Poskytovateľ: ROZVOJOVÁ AGENTÚRA Banskobystrického samosprávneho kraja, n.o. | IČO: 51744422 | Odbornosť: pediatria",,
d98887c4-9fbe-5ad8-9bb7-0246edca7ba5,"SVLZ, Banská Štiavnica, (Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o.)",833c026a-8cd4-523e-8c59-e112837fa142,Import e-VÚC | Identifikátor: 66-54588952-A0102 | Poskytovateľ: Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o. | IČO: 54588952 | Odbornosť: rádiológia,,
64144bec-da5a-5516-b158-36f822839b2a,"SVLZ, Banská Štiavnica, (Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o.)",833c026a-8cd4-523e-8c59-e112837fa142,"Import e-VÚC | Identifikátor: 66-54588952-A0088 | Poskytovateľ: Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o. | IČO: 54588952 | Odbornosť: fyziatria, balneológia a liečebná rehabilitácia",,
877f3108-fe4a-58c6-aef0-6d484dc15e0b,"Dermatovenerologická - kožná ambulancia, Banská Štiavnica, (Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o.)",9e2fe32e-c02d-5b7d-8b05-f6c6cff0a9fe,Import e-VÚC | Identifikátor: 66-54588952-A0042 | Poskytovateľ: Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o. | IČO: 54588952 | Odbornosť: dermatovenerológia,,
3f9f4c36-fa86-5408-b173-e6d3d12ca192,"Chirurgická ambulancia, Banská Štiavnica, (Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o.)",80ce9710-dbf9-5923-ae00-af88e5505525,Import e-VÚC | Identifikátor: 66-54588952-A0036 | Poskytovateľ: Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o. | IČO: 54588952 | Odbornosť: chirurgia,,
e9c0e8b8-fea4-5a07-9560-c373ab830046,"Ambulancia vnútorného lekárstva, Banská Štiavnica, (Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o.)",6559c87b-2725-5f39-b5fc-3295eb15db10,Import e-VÚC | Identifikátor: 66-54588952-A0031 | Poskytovateľ: Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o. | IČO: 54588952 | Odbornosť: vnútorné lekárstvo,,
af3e3cfb-f918-5696-bc35-191bc56fb4ed,"Ambulancia fyziatrie, balneológie a liečebnej rehabilitácie, Banská Štiavnica, (Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o.)",c866e4ef-b8de-507f-b315-e4cc004233e8,"Import e-VÚC | Identifikátor: 66-54588952-A0016 | Poskytovateľ: Nemocnica AGEL Žiar nad Hronom a Banská Štiavnica s.r.o. | IČO: 54588952 | Odbornosť: fyziatria, balneológia a liečebná rehabilitácia",,
6bfd4832-d5dd-53d8-b43c-9657a73ec2a4,"Ambulancia cievnej chirurgie, MUDr. VLadimír Výrostko, Banská Štiavnica, (Nemocnica AGEL Handlová s.r.o.)",4bf55d4b-16cb-5314-aa3b-5e490d9e5db2,Import e-VÚC | Identifikátor: 51-36339865-A0009 | Poskytovateľ: Nemocnica AGEL Handlová s.r.o. | IČO: 36339865 | Odbornosť: cievna chirurgia,,
b32650ed-32a1-5c5b-b8b4-2e8a1eb526d0,"Neurologická ambulancia, Banská Štiavnica, (Neospace s.r.o.)",02b84cc6-0776-505a-9516-258c7b47fc25,Import e-VÚC | Identifikátor: 66-53897692-A0001 | Poskytovateľ: Neospace s.r.o. | IČO: 53897692 | Odbornosť: neurológia,,
308df174-fd42-5ab5-9dad-92120ff3d81b,"Všeobecná ambulancia pre dospelých, MUDr. Diana Berlanská, Banská Štiavnica, (PRAKTIKLEK s.r.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,Import e-VÚC | Identifikátor: 66-36836184-A0001 | Poskytovateľ: PRAKTIKLEK s.r.o. | IČO: 36836184 | Odbornosť: všeobecné lekárstvo,,
b7cf648b-5172-5d94-92bb-6f8d2e413cf9,"Ambulancia rýchlej zdravotnej pomoci, Banská Štiavnica 2, (Záchranná zdravotná služba Bratislava)",4a07c96a-06fb-5920-9170-2aa180d4d40e,Import e-VÚC | Identifikátor: 72-17336210-A0268 | Poskytovateľ: Záchranná zdravotná služba Bratislava | IČO: 17336210 | Odbornosť: rýchla zdravotná pomoc,,
999a14ae-4024-516b-b533-57361c4077a4,"Ambulancia rýchlej lekárskej pomoci, Banská Štiavnica 1, (Záchranná zdravotná služba Bratislava)",0e5fe93b-bb2c-5a99-b453-daae366ea9e8,Import e-VÚC | Identifikátor: 72-17336210-A0064 | Poskytovateľ: Záchranná zdravotná služba Bratislava | IČO: 17336210 | Odbornosť: rýchla lekárska pomoc,,
802231e9-7655-5a3d-9454-e6bce4e50607,"Ambulancia zubného lekárstva, Banská Štiavnica, (GUDENT s. r. o.)",bd60949d-dfc4-516d-91db-bae6ef4e5a49,Import e-VÚC | Identifikátor: 66-52419061-A0001 | Poskytovateľ: GUDENT s. r. o. | IČO: 52419061 | Odbornosť: zubné lekárstvo,,
032ec88a-0575-5788-84b2-a00569d4697b,"Ambulancia zubného lekárstva, Banská Štiavnica, (HEALTHY SMILE, s.r.o.)",bd60949d-dfc4-516d-91db-bae6ef4e5a49,"Import e-VÚC | Identifikátor: 66-50592327-A0002 | Poskytovateľ: HEALTHY SMILE, s.r.o. | IČO: 50592327 | Odbornosť: zubné lekárstvo",,
f9fb780d-173c-5ae4-bfca-dcaf6755d5a8,"Ambulancia dentálnej hygieny, Banská Štiavnica, (BETHYS, s.r.o.)",41b131d1-1b51-523b-ab03-4a7fd391f09e,"Import e-VÚC | Identifikátor: 66-36650498-A0003 | Poskytovateľ: BETHYS, s.r.o. | IČO: 36650498 | Odbornosť: dentálna hygiena",,
431e57f4-0d48-50a7-8c0a-4e1cc215d398,"Všeobecná ambulancia pre dospelých, Banská Štiavnica, (H.A.M. Academy, s.r.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,"Import e-VÚC | Identifikátor: 66-50146009-A0003 | Poskytovateľ: H.A.M. Academy, s.r.o. | IČO: 50146009 | Odbornosť: všeobecné lekárstvo",,
391c9218-adc2-562b-9ba4-461e0c2d2dbb,"Všeobecná ambulancia pre dospelých, Banská Štiavnica, (Medsy s.r.o.)",9595ec5e-5edf-59f4-af99-2d895c76145f,Import e-VÚC | Identifikátor: 66-50876376-A0001 | Poskytovateľ: Medsy s.r.o. | IČO: 50876376 | Odbornosť: všeobecné lekárstvo,,
b229e667-6b21-5c2f-bbd4-397cf012c0ec,"Ortopedická ambulancia, Banská Štiavnica, (KLINIKASK s.r.o.)",41fbebd7-5910-503d-a816-bd197ff61473,Import e-VÚC | Identifikátor: 51-48006564-A0009 | Poskytovateľ: KLINIKASK s.r.o. | IČO: 48006564 | Odbornosť: ortopédia,,
0a627ea9-a853-5c51-9f7f-62004b26484e,"Chirurgická ambulancia, Banská Štiavnica, (KLINIKASK s.r.o.)",80ce9710-dbf9-5923-ae00-af88e5505525,Import e-VÚC | Identifikátor: 51-48006564-A0007 | Poskytovateľ: KLINIKASK s.r.o. | IČO: 48006564 | Odbornosť: chirurgia,,
b25195bf-f17b-53c3-aa42-8088375695d6,"Ambulancia úrazovej chirurgie, Banská Štiavnica, (KLINIKASK s.r.o.)",82021554-e6af-5c9d-a9cf-465e5fa6e99a,Import e-VÚC | Identifikátor: 51-48006564-A0008 | Poskytovateľ: KLINIKASK s.r.o. | IČO: 48006564 | Odbornosť: úrazová chirurgia,,
