facility_id,evuc_identifier,street,street_number,city,region,zip_code,full_address,is_primary
2a4567c2-bfac-5462-a34a-9316a6c1b0fd,51-37957937-A0055,Námestie Ludvika Svobodu,6818/4,Banská Bystrica,Banskobystrický samosprávny kraj,97409,"DFNsP BB, Námestie Ludvika Svobodu, 6818/4, 97409, Banská Bystrica",true
ae782a99-2d55-5301-a06a-a376fbb02095,66-46040684-A0001,Internátna,2318/24,Banská Bystrica,Banskobystrický samosprávny kraj,97404,"Internátna, 2318/24, 97404, Banská Bystrica",true
b1218356-3356-57f2-be67-eab0837d11d7,66-55478336-A0001,Na Zábave,3826/13,Banská Bystrica,Banskobystrický samosprávny kraj,97411,"Na Zábave, 3826/13, 97411, Banská Bystrica",true
3ad810bc-f612-5494-835d-cef163986e1b,66-55793410-A0001,Zvolenská cesta,2412/6,Banská Bystrica,Banskobystrický samosprávny kraj,97405,"Zvolenská cesta, 2412/6, 97405, Banská Bystrica",true
28e5444a-2b9d-51a3-b39f-6871c9f4508b,66-55393420-A0001,Sládkovičova,69/9,Banská Bystrica,Banskobystrický samosprávny kraj,97405,"Sládkovičova, 69/9, 97405, Banská Bystrica",true
3a292ece-0888-5977-94fa-fefd3f37436e,66-55204643-A0001,Spojová,6986/25,Banská Bystrica,Banskobystrický samosprávny kraj,97404,"Spojová, 6986/25, 97404, Banská Bystrica",true
b06d79b7-0bde-5250-b7b9-678531cea556,51-37957937-A0053,Námestie Ludvika Svobodu,6818/4,Banská Bystrica,Banskobystrický samosprávny kraj,97409,"I. posch., miestnosť č. 1.30, DFNsP BB, Námestie Ludvika Svobodu, 6818/4, 97409, Banská Bystrica",true
c5a0b7ba-8654-538c-9aba-95c6bcf0930c,51-37957937-A0054,Námestie Ludvika Svobodu,6818/4,Banská Bystrica,Banskobystrický samosprávny kraj,97409,"I. posch., miestnosť č. 1.44, DFNsP BB, Námestie Ludvika Svobodu, 6818/4, 97409, Banská Bystrica",true
60fd3635-002a-5467-bcb1-123b7c307ac7,66-51744422-A0007,Horná,838/60,Banská Bystrica,Banskobystrický samosprávny kraj,97401,"Horná, 838/60, 97401, Banská Bystrica",true
e93de9fa-b746-5e2b-b19c-de519058cc67,66-55342809-A0001,Cesta k nemocnici,1231/23,Banská Bystrica,Banskobystrický samosprávny kraj,97401,"Cesta k nemocnici, 1231/23, 97401, Banská Bystrica",true
b895c1bc-82cf-5ac4-b0f7-7760172fa164,66-36046582-A0009,Horná,838/60,Banská Bystrica,Banskobystrický samosprávny kraj,97401,"Horná, 838/60, 97401, Banská Bystrica",true
74353848-5abf-5526-b6b4-e711336b0525,66-55382649-A0001,Horná,838/60,Banská Bystrica,Banskobystrický samosprávny kraj,97401,"Horná, 838/60, 97401, Banská Bystrica",true
c110cb37-63a4-55d4-8a27-5120501907f6,66-36866105-A0002,Cesta k nemocnici,1231/23,Banská Bystrica,Banskobystrický samosprávny kraj,97401,"Cesta k nemocnici, 1231/23, 97401, Banská Bystrica",true
37002d9d-bae1-5e2b-8685-37bb1704f7d7,66-55186114-A0001,Kapitulská,308/7,Banská Bystrica,Banskobystrický samosprávny kraj,97401,"Kapitulská, 308/7, 97401, Banská Bystrica",true
6ce16654-6d36-5f8f-9fcc-ae5afa5116cf,66-55186114-A0002,Kapitulská,308/7,Banská Bystrica,Banskobystrický samosprávny kraj,97401,"Kapitulská, 308/7, 97401, Banská Bystrica",true
72af7e08-c186-5a8d-8940-56242d9f7c0b,66-55206832-A0001,Cesta k nemocnici,622/1,Banská Bystrica,Banskobystrický samosprávny kraj,97401,"Zdravomed 2, ambulancia č.3.1, Cesta k nemocnici, 622/1, 97401, Banská Bystrica",true
f90e8eac-2bc4-51a1-83e1-f75a0d1bce4f,66-53639880-A0001,Sládkovičova,14200/7A,Banská Bystrica,Banskobystrický samosprávny kraj,97405,"Sládkovičova, 14200/7A, 97405, Banská Bystrica",true
7b585973-b338-5a16-9a8d-f05f27552a2b,66-55221823-A0001,Kapitána Nálepku,1464/5,Banská Bystrica,Banskobystrický samosprávny kraj,97404,"Kapitána Nálepku, 1464/5, 97404, Banská Bystrica",true
f98a9ed3-5003-550f-a4ea-21b10e6beb6e,66-36649601-A0002,Horná,14021/61A,Banská Bystrica,Banskobystrický samosprávny kraj,97401,"polyfunkčný objekt Gallery, Horná, 14021/61A, 97401, Banská Bystrica",true
9a80585c-9c61-5020-8c4e-526cde920007,66-46889027-A0002,Námestie Ludvika Svobodu,3865/1,Banská Bystrica,Banskobystrický samosprávny kraj,97401,"Námestie Ludvika Svobodu, 3865/1, 97401, Banská Bystrica",true
